counterbalancing_condition,counterbalancing_condition_full,consent_prescreening.block_1/age_years,consent_prescreening.block_1/gender,consent_prescreening.block_1/language_disorder,consent_prescreening.block_1/first_language,consent_prescreening.block_1/declare_consent,PROLIFIC_PID,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,check_prescreening_answers.started,check_prescreening_answers.stopped,Instructions.started,Instructions.stopped,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_keyboard.duration,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,presentTrial.started,presentTrial.stopped,response.keys,response.corr,response.rt,response.duration,rt,corr,feedback.started,feedback.stopped,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,IsAnimal,Prime,Flanker,letters,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,213.1019,214.2679,l,1,0.5071,,0.5071,1,214.2679,214.7679,214.7679,214.7679,0.819444444,-0.051851852,0,0,0,,0,60,60,44,1,45,FEM,DIS,150,0,lata,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,214.7684,215.8512,l,1,0.4237,,0.4237,1,215.8513,216.3512,216.3512,216.3513,0.819444444,-0.051851852,0,0,0,,0,61,61,297,1,298,MAS,AGR,150,0,honor,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,216.3518,217.3651,s,1,0.3549,,0.3549,1,217.3652,217.865,217.865,217.8652,0.819444444,-0.051851852,0,0,0,,0,62,62,455,1,456,FEM,AGR,150,1,rata,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,217.8657,218.9623,l,1,0.4414,,0.4414,1,218.9623,219.4623,219.463,219.4633,0.819444444,-0.051851852,0,0,0,,0,63,63,172,1,173,FEM,DIS,150,0,camisa,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,219.4637,220.8511,s,1,0.7293,,0.7293,1,220.8512,221.3511,221.3512,221.3512,0.819444444,-0.051851852,0,0,0,,0,64,64,518,1,519,MAS,DIS,150,1,castor,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,221.3518,222.747,s,1,0.7386,,0.7386,1,222.747,223.247,223.247,223.2471,0.819444444,-0.051851852,0,0,0,,0,65,65,480,1,481,FEM,DIS,150,1,urraca,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,223.2476,224.3303,l,1,0.4269,,0.4269,1,224.3303,224.8302,224.8303,224.8304,0.819444444,-0.051851852,0,0,0,,0,66,66,301,1,302,MAS,AGR,150,0,banco,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,224.8309,226.0664,s,1,0.5766,,0.5766,1,226.0665,226.5663,226.5664,226.5664,0.819444444,-0.051851852,0,0,0,,0,67,67,495,1,496,MAS,AGR,150,1,loro,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,226.567,227.6983,l,1,0.473,,0.473,1,227.6983,228.1983,228.1983,228.1984,0.819444444,-0.051851852,0,0,0,,0,68,68,169,1,170,FEM,AGR,150,0,unidad,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,228.1989,229.365,s,0,0.5073,,0.5073,0,229.3654,229.865,229.8655,229.8658,0.819444444,-0.051851852,0,0,0,,0,69,69,267,1,268,MAS,AGR,150,0,coco,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,229.8661,231.0316,l,1,0.5087,,0.5087,1,231.032,231.5316,231.5317,231.5317,0.819444444,-0.051851852,0,0,0,,0,70,70,336,1,337,MAS,DIS,150,0,plato,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,231.5323,233.0524,s,1,0.8612,,0.8612,1,233.0524,233.5524,233.5524,233.5525,0.819444444,-0.051851852,0,0,0,,0,71,71,441,1,442,FEM,AGR,150,1,gacela,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,233.553,234.5803,s,0,0.3708,,0.3708,0,234.5807,235.0802,235.0802,235.0803,0.819444444,-0.051851852,0,0,0,,0,72,72,403,1,404,MAS,AGR,150,0,rastro,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,235.081,236.2469,l,0,0.5086,,0.5086,0,236.247,236.7468,236.7468,236.7468,0.819444444,-0.051851852,0,0,0,,0,73,73,543,1,544,MAS,AGR,150,1,pájaro,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,236.7474,238.0663,l,1,0.6598,,0.6598,1,238.0667,238.5662,238.5662,238.5664,0.819444444,-0.051851852,0,0,0,,0,74,74,195,1,196,FEM,AGR,150,0,rutina,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,238.5668,239.7676,l,1,0.5417,,0.5417,1,239.7677,240.2676,240.2683,240.2686,0.819444444,-0.051851852,0,0,0,,0,75,75,313,1,314,MAS,AGR,150,0,golpe,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,240.269,241.4343,l,1,0.507,,0.507,1,241.4344,241.9343,241.9343,241.9343,0.819444444,-0.051851852,0,0,0,,0,76,76,52,1,53,FEM,DIS,150,0,rosa,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,241.935,243.0454,l,1,0.4549,,0.4549,1,243.0455,243.5454,243.5454,243.5455,0.819444444,-0.051851852,0,0,0,,0,77,77,157,1,158,FEM,AGR,150,0,abuela,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,243.546,244.8162,l,1,0.6112,,0.6112,1,244.8162,245.3162,245.3162,245.3163,0.819444444,-0.051851852,0,0,0,,0,78,78,290,1,291,MAS,DIS,150,0,error,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,245.3169,246.6495,s,1,0.6739,,0.6739,1,246.6496,247.1495,247.1495,247.1496,0.819444444,-0.051851852,0,0,0,,0,79,79,474,1,475,FEM,DIS,150,1,iguana,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,247.1502,248.3301,l,1,0.5233,,0.5233,1,248.3301,248.8301,248.8308,248.8311,0.819444444,-0.051851852,0,0,0,,0,80,80,73,1,74,FEM,AGR,150,0,chica,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,248.8315,250.0522,s,1,0.5626,,0.5626,1,250.0523,250.5523,250.5523,250.5523,0.819444444,-0.051851852,0,0,0,,0,81,81,493,1,494,MAS,AGR,150,1,toro,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,250.5529,251.962,l,1,0.753,,0.753,1,251.962,252.462,252.462,252.462,0.819444444,-0.051851852,0,0,0,,0,82,82,231,1,232,MAS,AGR,150,0,vaso,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,252.4627,253.7675,l,1,0.646,,0.646,1,253.7676,254.2675,254.2675,254.2676,0.819444444,-0.051851852,0,0,0,,0,83,83,244,1,245,MAS,DIS,150,0,nene,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,254.2682,255.4966,s,1,0.5722,,0.5722,1,255.4968,255.9966,255.9967,255.9967,0.819444444,-0.051851852,0,0,0,,0,84,84,468,1,469,FEM,DIS,150,1,yegua,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,255.9972,257.08,s,0,0.4262,,0.4262,0,257.0804,257.58,257.58,257.5801,0.819444444,-0.051851852,0,0,0,,0,85,85,323,1,324,MAS,AGR,150,0,pecho,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,257.5806,258.948,l,1,0.7091,,0.7091,1,258.9486,259.448,259.4491,259.4495,0.819444444,-0.051851852,0,0,0,,0,86,86,48,1,49,FEM,DIS,150,0,fama,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,259.4499,260.58,s,1,0.4753,,0.4753,1,260.58,261.0799,261.0799,261.0801,0.819444444,-0.051851852,0,0,0,,0,87,87,420,1,421,FEM,DIS,150,1,rata,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,261.0805,262.3299,l,1,0.5935,,0.5935,1,262.3299,262.8299,262.83,262.83,0.819444444,-0.051851852,0,0,0,,0,88,88,372,1,373,MAS,DIS,150,0,bosque,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,262.8306,263.9341,s,1,0.4445,,0.4445,1,263.9342,264.4341,264.4341,264.4341,0.819444444,-0.051851852,0,0,0,,0,89,89,479,1,480,FEM,AGR,150,1,jirafa,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,264.4346,265.8993,l,1,0.8059,,0.8059,1,265.8994,266.3994,266.3994,266.3994,0.819444444,-0.051851852,0,0,0,,0,90,90,7,1,8,FEM,AGR,150,0,cara,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,266.3999,267.566,l,1,0.5071,,0.5071,1,267.566,268.066,268.0665,268.0669,0.819444444,-0.051851852,0,0,0,,0,91,91,165,1,166,FEM,AGR,150,0,piedra,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,268.0672,269.3298,l,1,0.6073,,0.6073,1,269.33,269.8299,269.8299,269.83,0.819444444,-0.051851852,0,0,0,,0,92,92,388,1,389,MAS,DIS,150,0,rostro,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,269.8306,270.9826,l,1,0.4938,,0.4938,1,270.9827,271.4826,271.4827,271.4828,0.819444444,-0.051851852,0,0,0,,0,93,93,181,1,182,FEM,AGR,150,0,altura,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,271.4833,272.6146,l,1,0.4731,,0.4731,1,272.6147,273.1146,273.1146,273.1146,0.819444444,-0.051851852,0,0,0,,0,94,94,309,1,310,MAS,AGR,150,0,color,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,273.1152,274.2326,s,1,0.4585,,0.4585,1,274.2327,274.7326,274.7327,274.7327,0.819444444,-0.051851852,0,0,0,,0,95,95,527,1,528,MAS,AGR,150,1,pato,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,274.7332,275.934,s,1,0.5419,,0.5419,1,275.934,276.434,276.434,276.434,0.819444444,-0.051851852,0,0,0,,0,96,96,473,1,474,FEM,AGR,150,1,liebre,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,276.4346,277.6353,l,1,0.5418,,0.5418,1,277.6354,278.1353,278.1359,278.1363,0.819444444,-0.051851852,0,0,0,,0,97,97,246,1,247,MAS,DIS,150,0,maíz,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,278.1365,279.2118,s,0,0.4202,,0.4202,0,279.2122,279.7117,279.7118,279.7118,0.819444444,-0.051851852,0,0,0,,0,98,98,255,1,256,MAS,AGR,150,0,reto,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,279.7124,280.8159,l,1,0.4447,,0.4447,1,280.8163,281.3159,281.3159,281.316,0.819444444,-0.051851852,0,0,0,,0,99,99,219,1,220,MAS,AGR,150,0,club,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,281.3166,282.4826,s,0,0.5072,,0.5072,0,282.4829,282.9825,282.9825,282.9826,0.819444444,-0.051851852,0,0,0,,0,100,100,200,1,201,FEM,DIS,150,0,huella,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,282.9831,284.1839,l,1,0.5418,,0.5418,1,284.1843,284.6839,284.6839,284.684,0.819444444,-0.051851852,0,0,0,,0,101,101,285,1,286,MAS,AGR,150,0,punto,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,284.6846,285.9478,s,1,0.6055,,0.6055,1,285.9479,286.4443,286.4448,286.4452,0.819444444,-0.051851852,0,0,0,,0,102,102,447,1,448,FEM,AGR,150,1,piraña,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,286.4454,287.6284,l,1,0.5241,,0.5241,1,287.6285,288.1283,288.1284,288.1284,0.819444444,-0.051851852,0,0,0,,0,103,103,258,1,259,MAS,DIS,150,0,mito,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,288.129,289.2464,l,1,0.4614,,0.4614,1,289.2464,289.7463,289.7463,289.7464,0.819444444,-0.051851852,0,0,0,,0,104,104,18,1,19,FEM,DIS,150,0,sala,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,289.7469,290.8644,l,1,0.4586,,0.4586,1,290.8645,291.3644,291.3644,291.3645,0.819444444,-0.051851852,0,0,0,,0,105,105,402,1,403,MAS,DIS,150,0,helado,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,291.365,292.5311,l,1,0.5088,,0.5088,1,292.5311,293.031,293.0311,293.0312,0.819444444,-0.051851852,0,0,0,,0,106,106,248,1,249,MAS,DIS,150,0,tomo,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,293.0317,294.0797,l,1,0.3923,,0.3923,1,294.0797,294.5797,294.5797,294.5797,0.819444444,-0.051851852,0,0,0,,0,107,107,256,1,257,MAS,DIS,150,0,menú,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,294.5802,295.6491,l,0,0.4099,,0.4099,0,295.6494,296.1491,296.1495,296.1499,0.819444444,-0.051851852,0,0,0,,0,108,108,523,1,524,MAS,AGR,150,1,mono,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,296.1502,297.2463,l,1,0.4405,,0.4405,1,297.2467,297.7463,297.7463,297.7463,0.819444444,-0.051851852,0,0,0,,0,109,109,148,1,149,FEM,DIS,150,0,fiesta,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,297.7468,298.781,s,1,0.3764,,0.3764,1,298.7811,299.281,299.2811,299.2811,0.819444444,-0.051851852,0,0,0,,0,110,110,432,1,433,FEM,DIS,150,1,oveja,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,299.2817,300.413,l,1,0.4727,,0.4727,1,300.413,300.9129,300.9129,300.913,0.819444444,-0.051851852,0,0,0,,0,111,111,347,1,348,MAS,AGR,150,0,nombre,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,300.9135,302.1004,s,1,0.5278,,0.5278,1,302.1005,302.6004,302.6005,302.6005,0.819444444,-0.051851852,0,0,0,,0,112,112,513,1,514,MAS,AGR,150,1,buitre,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,302.6011,303.781,l,1,0.5224,,0.5224,1,303.781,304.2809,304.2815,304.2819,0.819444444,-0.051851852,0,0,0,,0,113,113,59,1,60,FEM,AGR,150,0,cuna,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,304.2822,305.3643,s,1,0.4244,,0.4244,1,305.3644,305.8643,305.8643,305.8643,0.819444444,-0.051851852,0,0,0,,0,114,114,526,1,527,MAS,DIS,150,1,león,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,305.8649,307.1629,s,1,0.6406,,0.6406,1,307.163,307.6629,307.6629,307.6629,0.819444444,-0.051851852,0,0,0,,0,115,115,512,1,513,MAS,DIS,150,1,narval,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,307.6634,308.7949,l,1,0.4761,,0.4761,1,308.7949,309.2948,309.2948,309.2949,0.819444444,-0.051851852,0,0,0,,0,116,116,225,1,226,MAS,AGR,150,0,bote,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,309.2954,310.4128,s,1,0.4604,,0.4604,1,310.4129,310.9128,310.9129,310.913,0.819444444,-0.051851852,0,0,0,,0,117,117,419,1,420,FEM,AGR,150,1,gata,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,310.9135,311.9823,l,1,0.4098,,0.4098,1,311.9823,312.4822,312.4823,312.4823,0.819444444,-0.051851852,0,0,0,,0,118,118,98,1,99,FEM,DIS,150,0,salud,el,5,,,,
