TrialID,Gender,StimulusType,Condition,PrimeDuration,Prime,Flanker,PairedWith,Transparency
367,MAS,WORD,DIS,150,reloj,la,rerob,Opaque
368,MAS,NOWORD,AGR,150,rerob,el,reloj,Opaque
369,MAS,WORD,AGR,150,ruido,el,rioco,Transparent
370,MAS,NOWORD,DIS,150,rioco,la,ruido,Transparent
371,FEM,WORD,AGR,150,pasta,la,mosta,Transparent
372,FEM,NOWORD,AGR,150,mosta,la,pasta,Transparent
373,FEM,WORD,DIS,150,pizza,el,pogza,Transparent
374,FEM,NOWORD,DIS,150,pogza,el,pizza,Transparent
375,FEM,WORD,AGR,150,salsa,la,sasna,Transparent
376,FEM,NOWORD,AGR,150,sasna,la,salsa,Transparent
377,MAS,WORD,DIS,150,hielo,la,gaulo,Transparent
378,MAS,NOWORD,DIS,150,gaulo,la,hielo,Transparent
379,MAS,WORD,AGR,150,turno,el,tunso,Transparent
380,MAS,NOWORD,AGR,150,tunso,el,turno,Transparent
381,MAS,WORD,DIS,150,humor,la,nusor,Opaque
382,MAS,NOWORD,DIS,150,nusor,la,humor,Opaque
383,FEM,WORD,DIS,150,frase,el,brame,Opaque
384,FEM,NOWORD,AGR,150,brame,la,frase,Opaque
385,FEM,WORD,AGR,150,letra,la,febra,Transparent
386,FEM,NOWORD,DIS,150,febra,el,letra,Transparent
387,FEM,WORD,DIS,150,crema,el,bresa,Transparent
388,FEM,NOWORD,AGR,150,bresa,la,crema,Transparent
389,MAS,WORD,AGR,150,cerdo,el,cenco,Transparent
390,MAS,NOWORD,DIS,150,cenco,la,cerdo,Transparent
391,MAS,WORD,DIS,150,dueño,la,dievo,Transparent
392,MAS,NOWORD,AGR,150,dievo,el,dueño,Transparent
393,FEM,WORD,AGR,150,aldea,la,ashea,Transparent
394,FEM,NOWORD,DIS,150,ashea,el,aldea,Transparent
395,FEM,WORD,DIS,150,caída,el,paeda,Transparent
396,FEM,NOWORD,AGR,150,paeda,la,caída,Transparent
397,FEM,WORD,AGR,150,tribu,la,trigi,Opaque
398,FEM,NOWORD,DIS,150,trigi,el,tribu,Opaque
399,MAS,WORD,AGR,150,techo,el,serro,Transparent
400,MAS,NOWORD,AGR,150,serro,el,techo,Transparent
401,MAS,WORD,DIS,150,polvo,la,pirvo,Transparent
402,MAS,NOWORD,DIS,150,pirvo,la,polvo,Transparent
403,FEM,WORD,DIS,150,prima,el,grisa,Transparent
404,FEM,NOWORD,AGR,150,grisa,la,prima,Transparent
405,FEM,WORD,AGR,150,barra,la,rarra,Transparent
406,FEM,NOWORD,DIS,150,rarra,el,barra,Transparent
407,FEM,WORD,DIS,150,cueva,el,cauba,Transparent
408,FEM,NOWORD,AGR,150,cauba,la,cueva,Transparent
409,MAS,WORD,AGR,150,carro,el,pafro,Transparent
410,MAS,NOWORD,DIS,150,pafro,la,carro,Transparent
411,MAS,WORD,DIS,150,pollo,la,mobro,Transparent
412,MAS,NOWORD,AGR,150,mobro,el,pollo,Transparent
413,FEM,WORD,AGR,150,rueda,la,bieda,Transparent
414,FEM,NOWORD,DIS,150,bieda,el,rueda,Transparent
415,FEM,WORD,DIS,150,jaula,el,juira,Transparent
416,FEM,NOWORD,AGR,150,juira,la,jaula,Transparent
417,FEM,WORD,AGR,150,barba,la,banja,Transparent
418,FEM,NOWORD,DIS,150,banja,el,barba,Transparent
419,MAS,WORD,AGR,150,truco,el,chudo,Transparent
420,MAS,NOWORD,AGR,150,chudo,el,truco,Transparent
421,MAS,WORD,DIS,150,primo,la,griso,Transparent
422,MAS,NOWORD,DIS,150,griso,la,primo,Transparent
423,MAS,WORD,AGR,150,queso,el,quigo,Transparent
424,MAS,NOWORD,AGR,150,quigo,el,queso,Transparent
425,FEM,WORD,DIS,150,viuda,el,virca,Transparent
426,FEM,NOWORD,DIS,150,virca,el,viuda,Transparent
427,FEM,WORD,AGR,150,oreja,la,oseva,Transparent
428,FEM,NOWORD,AGR,150,oseva,la,oreja,Transparent
429,FEM,WORD,DIS,150,tarta,el,tenta,Transparent
430,FEM,NOWORD,DIS,150,tenta,el,tarta,Transparent
431,MAS,WORD,DIS,150,motor,la,tetor,Opaque
432,MAS,NOWORD,AGR,150,tetor,el,motor,Opaque
433,MAS,WORD,AGR,150,disco,el,durco,Transparent
434,MAS,NOWORD,DIS,150,durco,la,disco,Transparent
435,MAS,WORD,DIS,150,ritmo,la,ricno,Transparent
436,MAS,NOWORD,AGR,150,ricno,el,ritmo,Transparent
437,FEM,WORD,AGR,150,plaza,la,glava,Transparent
438,FEM,NOWORD,DIS,150,glava,el,plaza,Transparent
439,FEM,WORD,DIS,150,presa,el,prema,Transparent
440,FEM,NOWORD,AGR,150,prema,la,presa,Transparent
441,FEM,WORD,AGR,150,selva,la,telza,Transparent
442,FEM,NOWORD,DIS,150,telza,el,selva,Transparent
443,MAS,WORD,AGR,150,salón,el,taron,Opaque
444,MAS,NOWORD,AGR,150,taron,el,salón,Opaque
